"Product_Num","Machine_Num","Avg_Duration","Step_Num"
"SH125","71","8.63","8"
"SH126","6","49.8","1"
"SH126","13","16.38","2"
"SH126","22","3.97","3"
"SH126","39","7.62","4"
"SH126","48","38.31","5"
"SH126","58","8.48","6"
"SH126","66","87.19","7"
"SH126","72","7.88","8"
"SH127","9","19.46","1"
"SH127","14","20.52","2"
"SH127","23","5.03","3"
"SH127","33","13.15","4"
"SH127","48","49.8","5"
"SH127","53","20.51","6"
"SH127","63","62.45","7"
"SH127","71","8.52","8"
"SH128","10","32.87","1"
"SH128","11","15.5","2"
"SH128","22","4.49","3"
"SH128","37","5.03","4"
"SH128","47","38.29","5"
"SH128","55","19.03","6"
"SH128","65","80.92","7"
"SH128","71","9.07","8"
"SH129","5","38.99","1"
"SH129","13","19.82","2"
"SH129","30","5.02","3"
"SH129","39","14.6","4"
"SH129","50","51.26","5"
"SH129","57","12.43","6"
"SH129","66","37.95","7"
"SH129","72","7.72","8"
"SH130","7","32.43","1"
"SH130","16","23.04","2"
"SH130","24","6.95","3"
"SH130","32","7.54","4"
"SH130","48","70.17","5"
"SH130","59","9.03","6"
"SH130","63","68.38","7"
"SH130","71","8.76","8"
"SH131","6","41.23","1"
"SH131","17","19","2"
"SH131","21","6.01","3"
"SH131","33","14.46","4"
"SH131","43","53.17","5"
"SH131","55","13.93","6"
"SH131","69","61.01","7"
"SH131","72","7.65","8"
"SH132","2","21.54","1"
"SH132","13","20.57","2"
"SH132","27","3.52","3"
"SH132","33","7.62","4"
"SH132","42","30.53","5"
"SH132","60","19.4","6"
"SH132","68","72.22","7"
"SH132","72","7.7","8"
"SH133","8","36.43","1"
"SH133","12","10.92","2"
"SH133","24","2.96","3"
"SH133","35","10.96","4"
"SH133","50","54.59","5"
"SH133","56","12.95","6"
"SH133","63","33.17","7"
"SH133","71","8.76","8"
"SH134","9","37.06","1"
"SH134","15","14.49","2"
"SH134","26","3.51","3"
"SH134","36","12.13","4"
"SH134","47","42.42","5"
"SH134","54","13.93","6"
"SH134","61","88.41","7"
"SH134","71","8.54","8"
"SH135","4","48.3","1"
"SH135","18","12.51","2"
"SH135","24","4.52","3"
"SH135","36","8.06","4"
"SH135","48","73.27","5"
"SH135","56","21.3","6"
"SH135","64","20.01","7"
"SH135","71","8.58","8"
"SH136","8","23.93","1"
"SH136","16","13.45","2"
"SH136","27","3.52","3"
"SH136","36","10.54","4"
"SH136","49","41.96","5"
"SH136","53","14.5","6"
"SH136","66","26.92","7"
"SH136","72","7.42","8"
"SH137","2","25.12","1"
"SH137","13","10.4","2"
"SH137","26","7.58","3"
"SH137","33","11.52","4"
"SH137","47","45.14","5"
"SH137","53","14.6","6"
"SH137","67","68.42","7"
"SH137","72","7.9","8"
"SH138","8","31.68","1"
"SH138","17","16.57","2"
"SH138","26","2.49","3"
"SH138","33","8.97","4"
"SH138","48","71.62","5"
"SH138","55","8","6"
"SH138","69","47.72","7"
"SH138","72","7.55","8"
"SH139","9","16.58","1"
"SH139","11","23.9","2"
"SH139","21","7.02","3"
"SH139","34","8.51","4"
"SH139","46","64.26","5"
"SH139","55","14.51","6"
"SH139","62","40.09","7"
"SH139","71","8.83","8"
"SH140","9","36.46","1"
"SH140","15","12.5","2"
"SH140","25","5.06","3"
"SH140","39","12.05","4"
"SH140","49","53.37","5"
"SH140","54","21.4","6"
"SH140","62","28.54","7"
"SH140","71","8.77","8"
"SH141","2","15.38","1"
"SH141","15","10.37","2"
"SH141","24","2.5","3"
"SH141","36","7.49","4"
"SH141","42","63.39","5"
"SH141","54","18.51","6"
"SH141","67","32.09","7"
"SH141","72","7.35","8"
"SH142","6","42.39","1"
"SH142","15","11.46","2"
"SH142","21","4.5","3"
"SH142","37","11.1","4"
"SH142","45","43.02","5"
"SH142","55","16.33","6"
"SH142","63","59.05","7"
"SH142","71","8.9","8"
"SH143","3","21.06","1"
"SH143","12","22.86","2"
"SH143","27","2.98","3"
"SH143","34","6.01","4"
"SH143","44","60.13","5"
"SH143","54","8.49","6"
"SH143","65","44.63","7"
"SH143","71","9.09","8"
"SH144","9","42.79","1"
"SH144","12","11.44","2"
"SH144","21","5.96","3"
"SH144","32","9.03","4"
"SH144","42","70.76","5"
"SH144","60","21.41","6"
"SH144","66","59.43","7"
"SH144","72","8.03","8"
"SH145","6","17.09","1"
"SH145","15","15.87","2"
"SH145","29","3.02","3"
"SH145","36","6.98","4"
"SH145","49","33.11","5"
"SH145","54","12.51","6"
"SH145","64","42.19","7"
"SH145","71","9.06","8"
"SH146","5","30.73","1"
"SH146","17","13","2"
"SH146","27","4.04","3"
"SH146","35","13.57","4"
"SH146","48","74.17","5"
"SH146","55","22.01","6"
"SH146","70","76.72","7"
"SH146","72","7.88","8"
"SH147","2","24.12","1"
"SH147","13","17.5","2"
"SH147","25","3.97","3"
"SH147","34","14.51","4"
"SH147","49","56.71","5"
"SH147","58","10.99","6"
"SH147","64","72.18","7"
"SH147","71","8.73","8"
"SH148","3","18.41","1"
"SH148","15","23.37","2"
"SH148","29","6.47","3"
"SH148","35","10","4"
"SH148","45","39.67","5"
"SH148","51","21.44","6"
"SH148","69","56.36","7"
"SH148","72","7.83","8"
"SH149","2","45.61","1"
"SH149","15","15.02","2"
"SH149","26","2.52","3"
"SH149","36","5.55","4"
"SH149","42","36.82","5"
"SH149","53","15.95","6"
"SH149","68","73.69","7"
"SH149","72","7.73","8"
"SH150","3","39.01","1"
"SH150","16","22.05","2"
"SH150","23","6.03","3"
"SH150","39","5.94","4"
"SH150","45","62.15","5"
"SH150","55","15.01","6"
"SH150","68","86.6","7"
"SH150","72","7.59","8"
"SH151","3","20.44","1"
"SH151","18","17.03","2"
"SH151","24","3.51","3"
"SH151","35","13.05","4"
"SH151","48","43.32","5"
"SH151","55","15.62","6"
"SH151","70","24.56","7"
"SH151","72","7.77","8"
"SH152","5","44.73","1"
"SH152","16","18.09","2"
"SH152","29","5.99","3"
"SH152","33","5.46","4"
"SH152","49","38.11","5"
"SH152","58","10.98","6"
"SH152","65","64.3","7"
"SH152","71","8.65","8"
"SH153","9","28.03","1"
"SH153","17","24.48","2"
"SH153","28","2.48","3"
"SH153","37","7.49","4"
"SH153","45","73.33","5"
"SH153","56","8.04","6"
"SH153","63","71.69","7"
"SH153","71","8.66","8"
"SH154","7","19.93","1"
"SH154","11","23.92","2"
"SH154","22","4.51","3"
"SH154","37","9.53","4"
"SH154","43","60.75","5"
"SH154","54","17.98","6"
"SH154","61","75.09","7"
"SH154","71","8.92","8"
"SH155","8","32.74","1"
"SH155","17","11.5","2"
"SH155","26","3.5","3"
"SH155","32","9.98","4"
"SH155","48","33.96","5"
"SH155","56","21.54","6"
"SH155","66","50.25","7"
"SH155","72","7.86","8"
"SH156","1","16.06","1"
"SH156","20","17.55","2"
"SH156","25","6.51","3"
"SH156","35","13.53","4"
"SH156","44","34.61","5"
"SH156","58","11.43","6"
"SH156","65","38.44","7"
"SH156","71","8.76","8"
"SH157","9","30.85","1"
"SH157","16","14.47","2"
"SH157","24","7.5","3"
"SH157","35","8.38","4"
"SH157","43","36.53","5"
"SH157","53","10.98","6"
"SH157","64","51.35","7"
"SH157","71","8.72","8"
"SH158","3","25.55","1"
"SH158","17","12.53","2"
"SH158","24","7.55","3"
"SH158","34","10.04","4"
"SH158","41","37.11","5"
"SH158","53","18.21","6"
"SH158","65","20.54","7"
"SH158","71","8.64","8"
"SH159","2","29.01","1"
"SH159","11","16.45","2"
"SH159","28","3.96","3"
"SH159","37","11.61","4"
"SH159","49","57.67","5"
"SH159","57","9.46","6"
"SH159","68","45.38","7"
"SH159","72","7.76","8"
"SH160","8","14.96","1"
"SH160","16","12.06","2"
"SH160","30","2.48","3"
"SH160","33","9.43","4"
"SH160","48","31.22","5"
"SH160","56","17","6"
"SH160","62","48.56","7"
"SH160","71","8.98","8"
"SH161","4","36.99","1"
"SH161","11","14.54","2"
"SH161","27","5.48","3"
"SH161","38","7.54","4"
"SH161","48","59.48","5"
"SH161","59","12.54","6"
"SH161","68","16.52","7"
"SH161","72","7.66","8"
"SH162","6","22.91","1"
"SH162","14","19.91","2"
"SH162","29","3.98","3"
"SH162","33","6.54","4"
"SH162","41","57.28","5"
"SH162","57","9.06","6"
"SH162","66","56.91","7"
"SH162","72","7.69","8"
"SH163","10","26.63","1"
"SH163","16","10.54","2"
"SH163","26","3","3"
"SH163","37","14.02","4"
"SH163","46","66.18","5"
"SH163","54","11.04","6"
"SH163","69","32.14","7"
"SH163","72","7.9","8"
"SH164","2","29.59","1"
"SH164","19","10.98","2"
"SH164","22","2.99","3"
"SH164","37","5","4"
"SH164","43","60.17","5"
"SH164","56","19.98","6"
"SH164","62","25.6","7"
"SH164","71","8.82","8"
"SH165","7","39.24","1"
"SH165","16","11.61","2"
"SH165","26","6.07","3"
"SH165","35","11.58","4"
"SH165","49","40.24","5"
"SH165","54","16.44","6"
"SH165","69","59.28","7"
"SH165","72","7.8","8"
"SH166","5","45.89","1"
"SH166","18","23.26","2"
"SH166","29","3.5","3"
"SH166","38","13.99","4"
"SH166","43","56.4","5"
"SH166","60","11.97","6"
"SH166","66","33.49","7"
"SH166","72","7.9","8"
"SH167","5","21.88","1"
"SH167","19","11.97","2"
"SH167","28","3.5","3"
"SH167","34","14.02","4"
"SH167","46","74.08","5"
"SH167","52","21.56","6"
"SH167","61","29.56","7"
"SH167","71","8.81","8"
"SH168","2","44.39","1"
"SH168","17","18.99","2"
"SH168","26","6.5","3"
"SH168","38","5.52","4"
"SH168","42","53.45","5"
"SH168","59","18.15","6"
"SH168","67","81.45","7"
"SH168","72","7.99","8"
"SH169","4","45.05","1"
"SH169","14","11.47","2"
"SH169","22","3","3"
"SH169","35","10.5","4"
"SH169","44","42.81","5"
"SH169","58","11.02","6"
"SH169","65","36.52","7"
"SH169","71","8.78","8"
"SH170","9","44.39","1"
"SH170","13","12.52","2"
"SH170","25","5.52","3"
"SH170","36","13.6","4"
"SH170","46","57.69","5"
"SH170","54","14.51","6"
"SH170","67","42.24","7"
"SH170","72","7.7","8"
"SH171","2","42.24","1"
"SH171","11","10.11","2"
"SH171","30","5.01","3"
"SH171","37","5.56","4"
"SH171","48","67.42","5"
"SH171","57","13.42","6"
"SH171","68","15.97","7"
"SH171","72","7.64","8"
"SH172","3","35.04","1"
"SH172","11","17.51","2"
"SH172","25","7","3"
"SH172","34","14.52","4"
"SH172","48","73.44","5"
"SH172","57","9","6"
"SH172","62","34.79","7"
"SH172","71","8.82","8"
"SH173","5","21.46","1"
"SH173","14","16.49","2"
"SH173","27","5.52","3"
"SH173","36","6.5","4"
"SH173","49","65.91","5"
"SH173","56","14.06","6"
"SH173","65","86.6","7"
"SH173","71","8.53","8"
"SH174","10","23.54","1"
"SH174","17","20.98","2"
"SH174","23","3.49","3"
"SH174","36","12.55","4"
"SH174","41","47.83","5"
"SH174","55","8.51","6"
"SH174","63","28.24","7"
"SH174","71","8.96","8"
"SH175","1","49.51","1"
"SH175","15","22.29","2"
"SH175","29","6.98","3"
"SH175","32","5.47","4"
"SH175","42","35.53","5"
"SH175","52","10.6","6"
"SH175","64","35.03","7"
"SH175","71","8.64","8"
"SH176","6","46.97","1"
"SH176","12","21.61","2"
"SH176","26","5.51","3"
"SH176","38","7.52","4"
"SH176","47","33.43","5"
"SH176","55","11.96","6"
"SH176","62","80.88","7"
"SH176","71","8.68","8"
"SH177","6","43.3","1"
"SH177","19","13.58","2"
"SH177","30","6.52","3"
"SH177","38","11.52","4"
"SH177","46","50.8","5"
"SH177","56","16.07","6"
"SH177","62","40.91","7"
"SH177","71","8.95","8"
"SH178","9","38.29","1"
"SH178","14","18.52","2"
"SH178","28","6.5","3"
"SH178","33","10.48","4"
"SH178","49","64.16","5"
"SH178","54","13.97","6"
"SH178","66","51.57","7"
"SH178","72","7.94","8"
"SH179","10","31.4","1"
"SH179","19","17.47","2"
"SH179","29","6.48","3"
"SH179","34","9.55","4"
"SH179","50","73.91","5"
"SH179","53","16.94","6"
"SH179","68","50.04","7"
"SH179","72","7.61","8"
"SH180","2","42.79","1"
"SH180","19","22.08","2"
"SH180","26","6.98","3"
"SH180","33","9.05","4"
"SH180","47","43.93","5"
"SH180","59","21.47","6"
"SH180","66","17.03","7"
"SH180","72","7.83","8"
"SH181","4","37.34","1"
"SH181","15","10.57","2"
"SH181","27","5.04","3"
"SH181","33","9.46","4"
"SH181","42","32.86","5"
"SH181","53","16.01","6"
"SH181","64","50.14","7"
"SH181","71","8.31","8"
"SH182","8","28.49","1"
"SH182","14","16.89","2"
"SH182","27","7.51","3"
"SH182","38","10.53","4"
"SH182","48","38.75","5"
"SH182","55","8.5","6"
"SH182","67","18.52","7"
"SH182","72","7.86","8"
"SH183","7","30.8","1"
"SH183","17","19.51","2"
"SH183","27","5.51","3"
"SH183","36","10.51","4"
"SH183","49","43.95","5"
"SH183","52","16.07","6"
"SH183","62","47.54","7"
"SH183","71","8.78","8"
"SH184","4","45.94","1"
"SH184","18","23.52","2"
"SH184","26","4","3"
"SH184","34","7.09","4"
"SH184","42","50.16","5"
"SH184","53","18.5","6"
"SH184","64","27.48","7"
"SH184","71","8.75","8"
"SH185","6","27.46","1"
"SH185","12","21.18","2"
"SH185","26","4.49","3"
"SH185","33","7.98","4"
"SH185","48","59.99","5"
"SH185","52","20.9","6"
"SH185","63","56.86","7"
"SH185","71","8.66","8"
"SH186","4","42.33","1"
"SH186","19","21.01","2"
"SH186","22","7.58","3"
"SH186","39","5.49","4"
"SH186","50","46.6","5"
"SH186","54","13.5","6"
"SH186","70","49.42","7"
"SH186","72","7.79","8"
"SH187","6","34.55","1"
"SH187","16","13.94","2"
"SH187","26","3.48","3"
"SH187","32","8.89","4"
"SH187","48","44.58","5"
"SH187","57","20.07","6"
"SH187","67","61.78","7"
"SH187","72","7.54","8"
"SH188","5","28.45","1"
"SH188","20","12.43","2"
"SH188","29","7","3"
"SH188","38","12.46","4"
"SH188","42","60.05","5"
"SH188","54","12.43","6"
"SH188","70","86.68","7"
"SH188","72","7.76","8"
"SH189","9","29.66","1"
"SH189","14","22.42","2"
"SH189","21","7.48","3"
"SH189","39","5.01","4"
"SH189","44","62.3","5"
"SH189","58","18.48","6"
"SH189","64","31.9","7"
"SH189","71","8.92","8"
"SH190","10","34.69","1"
"SH190","13","14.09","2"
"SH190","27","3.02","3"
"SH190","39","6.53","4"
"SH190","49","50.74","5"
"SH190","55","13.07","6"
"SH190","62","62.73","7"
"SH190","71","8.65","8"
"SH191","2","17.66","1"
"SH191","13","12.99","2"
"SH191","23","7.53","3"
"SH191","34","14.48","4"
"SH191","49","36.6","5"
"SH191","51","17.42","6"
"SH191","63","67.2","7"
"SH191","71","8.87","8"
"SH192","7","48.35","1"
"SH192","12","16.55","2"
"SH192","23","5.5","3"
"SH192","36","9.93","4"
"SH192","43","42.41","5"
"SH192","54","15.48","6"
"SH192","66","50.51","7"
"SH192","72","7.66","8"
"SH193","7","20.47","1"
"SH193","12","23.83","2"
"SH193","26","4.55","3"
"SH193","32","8.99","4"
"SH193","46","58.8","5"
"SH193","56","18.77","6"
"SH193","67","21.9","7"
"SH193","72","7.92","8"
"SH194","7","37.59","1"
"SH194","13","23.19","2"
"SH194","28","5.48","3"
"SH194","40","9.51","4"
"SH194","48","41.2","5"
"SH194","55","10.04","6"
"SH194","67","44.35","7"
"SH194","72","8.03","8"
"SH195","5","29.49","1"
"SH195","19","16.4","2"
"SH195","29","3.97","3"
"SH195","35","8.04","4"
"SH195","48","63.75","5"
"SH195","60","20.71","6"
"SH195","64","79.96","7"
"SH195","71","8.89","8"
"SH196","4","30.51","1"
"SH196","19","15.45","2"
"SH196","22","3.01","3"
"SH196","31","9.53","4"
"SH196","44","50.24","5"
"SH196","55","21.89","6"
"SH196","64","28.73","7"
"SH196","71","8.47","8"
"SH197","3","41.38","1"
"SH197","17","14.02","2"
"SH197","27","3.52","3"
"SH197","37","6.51","4"
"SH197","41","72.74","5"
"SH197","54","22.05","6"
"SH197","62","89.44","7"
"SH197","71","8.82","8"
"SH198","8","15.98","1"
"SH198","19","20.04","2"
"SH198","29","7","3"
"SH198","34","7.98","4"
"SH198","49","67.72","5"
"SH198","56","18.88","6"
"SH198","67","37.07","7"
"SH198","72","7.8","8"
"SH199","3","27.85","1"
"SH199","13","22.98","2"
"SH199","27","2.51","3"
"SH199","38","14.37","4"
"SH199","47","35.33","5"
"SH199","56","20.48","6"
"SH199","62","81.05","7"
"SH199","71","8.31","8"
"SH200","9","31.42","1"
"SH200","16","10.49","2"
"SH200","24","5.52","3"
"SH200","35","14.45","4"
"SH200","45","62.39","5"
"SH200","58","17.46","6"
"SH200","68","25.8","7"
"SH200","72","7.7","8"
"SH201","8","32.52","1"
"SH201","18","23.54","2"
"SH201","27","7.03","3"
"SH201","33","9.44","4"
"SH201","41","66.28","5"
"SH201","57","11.05","6"
"SH201","69","58.1","7"
"SH201","72","7.6","8"
"SH202","6","34.16","1"
"SH202","14","18.41","2"
"SH202","25","7.01","3"
"SH202","33","11.47","4"
"SH202","45","71.75","5"
"SH202","53","20.62","6"
"SH202","61","37.69","7"
"SH202","71","8.55","8"
"SH203","2","50.52","1"
"SH203","15","13.46","2"
"SH203","23","7.58","3"
"SH203","38","6.97","4"
"SH203","46","46.24","5"
"SH203","60","19.13","6"
"SH203","66","85.85","7"
"SH203","72","7.63","8"
"SH204","6","48.11","1"
"SH204","17","11.92","2"
"SH204","30","3.46","3"
"SH204","38","11.49","4"
"SH204","46","53.55","5"
"SH204","56","11.54","6"
"SH204","66","17.13","7"
"SH204","72","7.7","8"
"SH205","8","19.16","1"
"SH205","11","24.37","2"
"SH205","28","6.09","3"
"SH205","34","11.09","4"
"SH205","46","66.27","5"
"SH205","56","19.03","6"
"SH205","65","79.23","7"
"SH205","71","8.63","8"
"SH206","1","23.81","1"
"SH206","19","12.96","2"
"SH206","30","4.98","3"
"SH206","37","11.47","4"
"SH206","49","62.67","5"
"SH206","52","12.52","6"
"SH206","65","57.17","7"
"SH206","71","8.87","8"
"SH207","1","39.81","1"
"SH207","16","24.43","2"
"SH207","29","4.98","3"
"SH207","38","12.55","4"
"SH207","46","46.82","5"
"SH207","53","18.09","6"
"SH207","67","21.94","7"
"SH207","72","7.78","8"
"SH208","2","19.31","1"
"SH208","19","11.98","2"
"SH208","29","3.49","3"
"SH208","31","10.55","4"
"SH208","49","68.8","5"
"SH208","54","21.97","6"
"SH208","64","35.91","7"
"SH208","71","8.99","8"
"SH209","8","43.05","1"
"SH209","16","10.55","2"
"SH209","29","6.01","3"
"SH209","35","5.53","4"
"SH209","45","47.74","5"
"SH209","52","10.48","6"
"SH209","67","82.19","7"
"SH209","72","7.71","8"
"SH210","4","45.96","1"
"SH210","16","22.62","2"
"SH210","28","7.01","3"
"SH210","34","11.94","4"
"SH210","46","55.33","5"
"SH210","58","19.86","6"
"SH210","63","53.76","7"
"SH210","71","8.6","8"
"SH211","10","20.86","1"
"SH211","15","11.42","2"
"SH211","28","7.01","3"
"SH211","36","8.03","4"
"SH211","42","64.97","5"
"SH211","55","20.92","6"
"SH211","67","30.07","7"
"SH211","72","7.55","8"
"SH212","8","15.43","1"
"SH212","20","21.05","2"
"SH212","27","3.01","3"
"SH212","38","5.53","4"
"SH212","46","32.01","5"
"SH212","53","16.54","6"
"SH212","69","59.4","7"
"SH212","72","8.04","8"
"SH213","1","40.31","1"
"SH213","20","17.53","2"
"SH213","30","3.97","3"
"SH213","35","10.5","4"
"SH213","41","70.22","5"
"SH213","56","19.81","6"
"SH213","67","84.23","7"
"SH213","72","7.8","8"
"SH214","4","21.96","1"
"SH214","14","18.41","2"
"SH214","25","6.46","3"
"SH214","35","12.03","4"
"SH214","46","50.53","5"
"SH214","52","15.53","6"
"SH214","66","72.72","7"
"SH214","72","7.89","8"
"SH215","8","17.02","1"
"SH215","16","10.99","2"
"SH215","22","3.48","3"
"SH215","32","5.49","4"
"SH215","44","36","5"
"SH215","56","16","6"
"SH215","62","43.06","7"
"SH215","71","8.43","8"
"SH216","10","48.31","1"
"SH216","16","14.01","2"
"SH216","30","2.5","3"
"SH216","33","8","4"
"SH216","47","39.67","5"
"SH216","51","8.49","6"
"SH216","69","38.67","7"
"SH216","72","7.85","8"
"SH217","2","24.84","1"
"SH217","13","15.98","2"
"SH217","24","3.01","3"
"SH217","37","10.01","4"
"SH217","46","50.31","5"
"SH217","56","22.4","6"
"SH217","70","17.95","7"
"SH217","72","7.54","8"
"SH218","3","23.7","1"
"SH218","15","10.4","2"
"SH218","24","4.52","3"
"SH218","33","8.59","4"
"SH218","48","47.5","5"
"SH218","56","9.45","6"
"SH218","69","35.8","7"
"SH218","72","7.88","8"
"SH219","5","44.83","1"
"SH219","20","18.5","2"
"SH219","23","5.49","3"
"SH219","33","5.96","4"
"SH219","44","35.96","5"
"SH219","58","17.54","6"
"SH219","63","49.53","7"
"SH219","71","8.66","8"
"SH220","9","38.56","1"
"SH220","19","14.37","2"
"SH220","28","6.44","3"
"SH220","34","10.56","4"
"SH220","43","71.26","5"
"SH220","53","17.65","6"
"SH220","64","14.96","7"
"SH220","71","8.6","8"
"SH221","2","41.24","1"
"SH221","15","17.47","2"
"SH221","26","3.02","3"
"SH221","34","7.98","4"
"SH221","44","53.02","5"
"SH221","60","14.46","6"
"SH221","68","78.13","7"
"SH221","72","7.5","8"
"SH222","9","23.21","1"
"SH222","12","24.02","2"
"SH222","25","4.95","3"
"SH222","35","15.02","4"
"SH222","50","43.94","5"
"SH222","59","16.16","6"
"SH222","66","64","7"
"SH222","72","7.6","8"
"SH223","6","43.8","1"
"SH223","15","10.99","2"
"SH223","27","3.52","3"
"SH223","35","12.02","4"
"SH223","48","39.96","5"
"SH223","54","14.03","6"
"SH223","63","87.98","7"
"SH223","71","8.69","8"
"SH224","3","38.97","1"
"SH224","18","12.98","2"
"SH224","26","6.04","3"
"SH224","33","12.94","4"
"SH224","49","44.1","5"
"SH224","55","12.92","6"
"SH224","63","82.65","7"
"SH224","71","8.95","8"
"SH225","2","25.05","1"
"SH225","18","12.5","2"
"SH225","23","5.49","3"
"SH225","34","14.02","4"
"SH225","46","67.04","5"
"SH225","52","13.5","6"
"SH225","65","77.99","7"
"SH225","71","9.17","8"
"SH226","5","43.46","1"
"SH226","17","12.01","2"
"SH226","27","6.05","3"
"SH226","33","9.58","4"
"SH226","49","62.14","5"
"SH226","55","19.98","6"
"SH226","63","58.74","7"
"SH226","71","8.65","8"
"SH227","6","33.08","1"
"SH227","20","15.51","2"
"SH227","30","6.5","3"
"SH227","39","7.96","4"
"SH227","47","34.87","5"
"SH227","51","18.52","6"
"SH227","65","72.44","7"
"SH227","71","8.86","8"
"SH228","6","27.51","1"
"SH228","17","14.4","2"
"SH228","25","7.48","3"
"SH228","36","7.01","4"
"SH228","44","72.81","5"
"SH228","59","9.97","6"
"SH228","68","18.32","7"
"SH228","72","7.62","8"
"SH229","2","49.4","1"
"SH229","16","17.46","2"
"SH229","23","2.51","3"
"SH229","39","10.12","4"
"SH229","50","33.09","5"
"SH229","53","13.36","6"
"SH229","67","59.67","7"
"SH229","72","7.63","8"
"SH230","8","32.09","1"
"SH230","12","17.07","2"
"SH230","23","3.47","3"
"SH230","37","5.54","4"
"SH230","49","67.02","5"
"SH230","52","15.52","6"
"SH230","68","18.85","7"
"SH230","72","7.91","8"
"SH231","4","18.47","1"
"SH231","19","13.53","2"
"SH231","21","5.05","3"
"SH231","38","12.99","4"
"SH231","41","38.08","5"
"SH231","53","13.98","6"
"SH231","64","24.93","7"
"SH231","71","8.81","8"
"SH232","8","19.46","1"
"SH232","18","16","2"
"SH232","25","7.58","3"
"SH232","32","13","4"
"SH232","42","53.66","5"
"SH232","55","13.98","6"
"SH232","62","64.32","7"
"SH232","71","8.74","8"
"SH233","4","45.85","1"
"SH233","20","13.54","2"
"SH233","29","4.99","3"
"SH233","40","12.41","4"
"SH233","48","45.84","5"
"SH233","54","20.75","6"
"SH233","68","72.35","7"
"SH233","72","7.74","8"
"SH234","8","49.61","1"
"SH234","20","21.9","2"
"SH234","30","4","3"
"SH234","33","9.04","4"
"SH234","46","69.67","5"
"SH234","59","18.5","6"
"SH234","69","84.49","7"
"SH234","72","7.58","8"
"SH235","10","39.85","1"
"SH235","15","18.49","2"
"SH235","25","6.53","3"
"SH235","34","7.51","4"
"SH235","43","69.42","5"
"SH235","53","12.5","6"
"SH235","62","71.86","7"
"SH235","71","8.74","8"
"SH236","3","25.65","1"
"SH236","17","13.57","2"
"SH236","27","6.5","3"
"SH236","39","12.52","4"
"SH236","41","29.9","5"
"SH236","53","20.25","6"
"SH236","68","85.15","7"
"SH236","72","7.6","8"
"SH237","2","41.49","1"
"SH237","18","24.5","2"
"SH237","29","3.48","3"
"SH237","37","12.08","4"
"SH237","44","65.31","5"
"SH237","56","10.03","6"
"SH237","70","20.23","7"
"SH237","72","7.62","8"
"SH238","5","18.82","1"
"SH238","17","14.09","2"
"SH238","27","5.5","3"
"SH238","38","8.45","4"
"SH238","44","45.52","5"
"SH238","58","9.52","6"
"SH238","68","79.14","7"
"SH238","72","7.7","8"
"SH239","2","46.1","1"
"SH239","13","10.54","2"
"SH239","24","5.5","3"
"SH239","36","5.96","4"
"SH239","49","45.81","5"
"SH239","56","11.06","6"
"SH239","70","58.31","7"
"SH239","72","7.91","8"
"SH240","1","27.53","1"
"SH240","18","24.98","2"
"SH240","29","6","3"
"SH240","31","10.56","4"
"SH240","43","57.49","5"
"SH240","53","15.04","6"
"SH240","64","49.86","7"
"SH240","71","8.81","8"
"SH241","7","41.1","1"
"SH241","16","11.36","2"
"SH241","27","4.01","3"
"SH241","36","11.99","4"
"SH241","48","72.41","5"
"SH241","59","18.29","6"
"SH241","70","28.04","7"
"SH241","72","7.71","8"
"SH242","1","38.56","1"
"SH242","11","20.58","2"
"SH242","26","5.02","3"
"SH242","38","5.5","4"
"SH242","44","71.33","5"
"SH242","51","12.02","6"
"SH242","67","18.53","7"
"SH242","72","7.95","8"
"SH243","2","17.98","1"
"SH243","17","14.94","2"
"SH243","26","6.03","3"
"SH243","31","13.48","4"
"SH243","48","51.56","5"
"SH243","57","16.4","6"
"SH243","62","50.88","7"
"SH243","71","8.76","8"
"SH244","6","45.27","1"
"SH244","12","12.64","2"
"SH244","30","7.48","3"
"SH244","36","11.06","4"
"SH244","42","66.37","5"
"SH244","52","9.55","6"
"SH244","68","33","7"
"SH244","72","7.56","8"
"SH245","1","21.49","1"
"SH245","14","21.04","2"
"SH245","26","4.02","3"
"SH245","34","12.9","4"
"SH245","48","62.01","5"
"SH245","51","16.99","6"
"SH245","64","59.32","7"
"SH245","71","8.46","8"
"SH246","8","28.83","1"
"SH246","14","13.01","2"
"SH246","26","3.98","3"
"SH246","39","14.57","4"
"SH246","47","30.52","5"
"SH246","55","8.57","6"
"SH246","61","20.1","7"
"SH246","71","8.75","8"
"SH247","6","31.19","1"
"SH247","14","16.06","2"
"SH247","29","6.46","3"
"SH247","37","12.08","4"
"SH247","49","60.62","5"
"SH247","52","15.87","6"
"SH247","66","74.8","7"
"SH247","72","7.76","8"
"SH248","5","46.46","1"
"SH248","18","11.07","2"
"SH248","23","2.5","3"
"SH248","31","11.94","4"
"SH248","49","51.32","5"
"SH248","59","17.47","6"
"SH248","65","48.64","7"
"SH248","71","8.77","8"
"SH249","9","42.01","1"
"SH249","15","24.46","2"
"SH249","24","4.02","3"
"SH249","33","11.53","4"
"SH249","50","46.92","5"
"SH249","58","15.52","6"
"SH249","68","66.92","7"
"SH249","72","7.72","8"
"SH250","1","28.09","1"
"SH250","16","22.59","2"
"SH250","24","6.95","3"
"SH250","32","11.99","4"
"SH250","44","48.1","5"
"SH250","53","20.37","6"
"SH250","64","34.65","7"
"SH250","71","8.94","8"
